"Set_Number","Set_Keyword","Pair_1","Pair_2"
7,"motorcycle","stimuli_exp1_jpg\\23b.jpg","stimuli_exp1_jpg\\23a.jpg"
7,"motorcycle","stimuli_exp1_jpg\\23c.jpg","stimuli_exp1_jpg\\23a.jpg"
7,"motorcycle","stimuli_exp1_jpg\\23d.jpg","stimuli_exp1_jpg\\23a.jpg"
7,"motorcycle","stimuli_exp1_jpg\\23c.jpg","stimuli_exp1_jpg\\23b.jpg"
7,"motorcycle","stimuli_exp1_jpg\\23b.jpg","stimuli_exp1_jpg\\23d.jpg"
7,"motorcycle","stimuli_exp1_jpg\\23d.jpg","stimuli_exp1_jpg\\23c.jpg"
29,"pumpkin","stimuli_exp1_jpg\\30b.jpg","stimuli_exp1_jpg\\30a.jpg"
29,"pumpkin","stimuli_exp1_jpg\\30c.jpg","stimuli_exp1_jpg\\30a.jpg"
29,"pumpkin","stimuli_exp1_jpg\\30d.jpg","stimuli_exp1_jpg\\30a.jpg"
29,"pumpkin","stimuli_exp1_jpg\\30b.jpg","stimuli_exp1_jpg\\30c.jpg"
29,"pumpkin","stimuli_exp1_jpg\\30b.jpg","stimuli_exp1_jpg\\30d.jpg"
29,"pumpkin","stimuli_exp1_jpg\\30d.jpg","stimuli_exp1_jpg\\30c.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6b.jpg","stimuli_exp1_jpg\\6a.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6a.jpg","stimuli_exp1_jpg\\6c.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6a.jpg","stimuli_exp1_jpg\\6d.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6b.jpg","stimuli_exp1_jpg\\6c.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6b.jpg","stimuli_exp1_jpg\\6d.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6c.jpg","stimuli_exp1_jpg\\6d.jpg"
28,"duck","stimuli_exp1_jpg\\39b.jpg","stimuli_exp1_jpg\\39a.jpg"
28,"duck","stimuli_exp1_jpg\\39a.jpg","stimuli_exp1_jpg\\39c.jpg"
28,"duck","stimuli_exp1_jpg\\39a.jpg","stimuli_exp1_jpg\\39d.jpg"
28,"duck","stimuli_exp1_jpg\\39c.jpg","stimuli_exp1_jpg\\39b.jpg"
28,"duck","stimuli_exp1_jpg\\39d.jpg","stimuli_exp1_jpg\\39b.jpg"
28,"duck","stimuli_exp1_jpg\\39d.jpg","stimuli_exp1_jpg\\39c.jpg"
44,"chess","stimuli_exp1_jpg\\5a.jpg","stimuli_exp1_jpg\\5b.jpg"
44,"chess","stimuli_exp1_jpg\\5c.jpg","stimuli_exp1_jpg\\5a.jpg"
44,"chess","stimuli_exp1_jpg\\5d.jpg","stimuli_exp1_jpg\\5a.jpg"
44,"chess","stimuli_exp1_jpg\\5b.jpg","stimuli_exp1_jpg\\5c.jpg"
44,"chess","stimuli_exp1_jpg\\5d.jpg","stimuli_exp1_jpg\\5b.jpg"
44,"chess","stimuli_exp1_jpg\\5c.jpg","stimuli_exp1_jpg\\5d.jpg"
37,"pancake","stimuli_exp1_jpg\\33a.jpg","stimuli_exp1_jpg\\33b.jpg"
37,"pancake","stimuli_exp1_jpg\\33c.jpg","stimuli_exp1_jpg\\33a.jpg"
37,"pancake","stimuli_exp1_jpg\\33d.jpg","stimuli_exp1_jpg\\33a.jpg"
37,"pancake","stimuli_exp1_jpg\\33c.jpg","stimuli_exp1_jpg\\33b.jpg"
37,"pancake","stimuli_exp1_jpg\\33d.jpg","stimuli_exp1_jpg\\33b.jpg"
37,"pancake","stimuli_exp1_jpg\\33c.jpg","stimuli_exp1_jpg\\33d.jpg"
5,"pasta_water","stimuli_exp1_jpg\\37b.jpg","stimuli_exp1_jpg\\37a.jpg"
5,"pasta_water","stimuli_exp1_jpg\\37c.jpg","stimuli_exp1_jpg\\37a.jpg"
5,"pasta_water","stimuli_exp1_jpg\\37a.jpg","stimuli_exp1_jpg\\37d.jpg"
5,"pasta_water","stimuli_exp1_jpg\\37c.jpg","stimuli_exp1_jpg\\37b.jpg"
5,"pasta_water","stimuli_exp1_jpg\\37d.jpg","stimuli_exp1_jpg\\37b.jpg"
5,"pasta_water","stimuli_exp1_jpg\\37c.jpg","stimuli_exp1_jpg\\37d.jpg"
6,"soap_water","stimuli_exp1_jpg\\19a.jpg","stimuli_exp1_jpg\\19b.jpg"
6,"soap_water","stimuli_exp1_jpg\\19a.jpg","stimuli_exp1_jpg\\19c.jpg"
6,"soap_water","stimuli_exp1_jpg\\19a.jpg","stimuli_exp1_jpg\\19d.jpg"
6,"soap_water","stimuli_exp1_jpg\\19c.jpg","stimuli_exp1_jpg\\19b.jpg"
6,"soap_water","stimuli_exp1_jpg\\19b.jpg","stimuli_exp1_jpg\\19d.jpg"
6,"soap_water","stimuli_exp1_jpg\\19c.jpg","stimuli_exp1_jpg\\19d.jpg"
46,"socks","stimuli_exp1_jpg\\48a.jpg","stimuli_exp1_jpg\\48b.jpg"
46,"socks","stimuli_exp1_jpg\\48c.jpg","stimuli_exp1_jpg\\48a.jpg"
46,"socks","stimuli_exp1_jpg\\48a.jpg","stimuli_exp1_jpg\\48d.jpg"
46,"socks","stimuli_exp1_jpg\\48c.jpg","stimuli_exp1_jpg\\48b.jpg"
46,"socks","stimuli_exp1_jpg\\48d.jpg","stimuli_exp1_jpg\\48b.jpg"
46,"socks","stimuli_exp1_jpg\\48d.jpg","stimuli_exp1_jpg\\48c.jpg"
33,"ice_cream","stimuli_exp1_jpg\\46a.jpg","stimuli_exp1_jpg\\46b.jpg"
33,"ice_cream","stimuli_exp1_jpg\\46c.jpg","stimuli_exp1_jpg\\46a.jpg"
33,"ice_cream","stimuli_exp1_jpg\\46a.jpg","stimuli_exp1_jpg\\46d.jpg"
33,"ice_cream","stimuli_exp1_jpg\\46c.jpg","stimuli_exp1_jpg\\46b.jpg"
33,"ice_cream","stimuli_exp1_jpg\\46d.jpg","stimuli_exp1_jpg\\46b.jpg"
33,"ice_cream","stimuli_exp1_jpg\\46c.jpg","stimuli_exp1_jpg\\46d.jpg"
19,"horses","stimuli_exp1_jpg\\28b.jpg","stimuli_exp1_jpg\\28a.jpg"
19,"horses","stimuli_exp1_jpg\\28c.jpg","stimuli_exp1_jpg\\28a.jpg"
19,"horses","stimuli_exp1_jpg\\28d.jpg","stimuli_exp1_jpg\\28a.jpg"
19,"horses","stimuli_exp1_jpg\\28c.jpg","stimuli_exp1_jpg\\28b.jpg"
19,"horses","stimuli_exp1_jpg\\28b.jpg","stimuli_exp1_jpg\\28d.jpg"
19,"horses","stimuli_exp1_jpg\\28c.jpg","stimuli_exp1_jpg\\28d.jpg"
17,"postcards","stimuli_exp1_jpg\\21b.jpg","stimuli_exp1_jpg\\21a.jpg"
17,"postcards","stimuli_exp1_jpg\\21a.jpg","stimuli_exp1_jpg\\21c.jpg"
17,"postcards","stimuli_exp1_jpg\\21d.jpg","stimuli_exp1_jpg\\21a.jpg"
17,"postcards","stimuli_exp1_jpg\\21c.jpg","stimuli_exp1_jpg\\21b.jpg"
17,"postcards","stimuli_exp1_jpg\\21b.jpg","stimuli_exp1_jpg\\21d.jpg"
17,"postcards","stimuli_exp1_jpg\\21c.jpg","stimuli_exp1_jpg\\21d.jpg"
39,"seashells","stimuli_exp1_jpg\\44b.jpg","stimuli_exp1_jpg\\44a.jpg"
39,"seashells","stimuli_exp1_jpg\\44a.jpg","stimuli_exp1_jpg\\44c.jpg"
39,"seashells","stimuli_exp1_jpg\\44d.jpg","stimuli_exp1_jpg\\44a.jpg"
39,"seashells","stimuli_exp1_jpg\\44b.jpg","stimuli_exp1_jpg\\44c.jpg"
39,"seashells","stimuli_exp1_jpg\\44b.jpg","stimuli_exp1_jpg\\44d.jpg"
39,"seashells","stimuli_exp1_jpg\\44d.jpg","stimuli_exp1_jpg\\44c.jpg"
48,"ski_poles","stimuli_exp1_jpg\\17b.jpg","stimuli_exp1_jpg\\17a.jpg"
48,"ski_poles","stimuli_exp1_jpg\\17c.jpg","stimuli_exp1_jpg\\17a.jpg"
48,"ski_poles","stimuli_exp1_jpg\\17a.jpg","stimuli_exp1_jpg\\17d.jpg"
48,"ski_poles","stimuli_exp1_jpg\\17c.jpg","stimuli_exp1_jpg\\17b.jpg"
48,"ski_poles","stimuli_exp1_jpg\\17d.jpg","stimuli_exp1_jpg\\17b.jpg"
48,"ski_poles","stimuli_exp1_jpg\\17c.jpg","stimuli_exp1_jpg\\17d.jpg"
23,"candles","stimuli_exp1_jpg\\36b.jpg","stimuli_exp1_jpg\\36a.jpg"
23,"candles","stimuli_exp1_jpg\\36a.jpg","stimuli_exp1_jpg\\36c.jpg"
23,"candles","stimuli_exp1_jpg\\36d.jpg","stimuli_exp1_jpg\\36a.jpg"
23,"candles","stimuli_exp1_jpg\\36b.jpg","stimuli_exp1_jpg\\36c.jpg"
23,"candles","stimuli_exp1_jpg\\36b.jpg","stimuli_exp1_jpg\\36d.jpg"
23,"candles","stimuli_exp1_jpg\\36c.jpg","stimuli_exp1_jpg\\36d.jpg"
30,"log","stimuli_exp1_jpg\\1b.jpg","stimuli_exp1_jpg\\1a.jpg"
30,"log","stimuli_exp1_jpg\\1c.jpg","stimuli_exp1_jpg\\1a.jpg"
30,"log","stimuli_exp1_jpg\\1d.jpg","stimuli_exp1_jpg\\1a.jpg"
30,"log","stimuli_exp1_jpg\\1c.jpg","stimuli_exp1_jpg\\1b.jpg"
30,"log","stimuli_exp1_jpg\\1b.jpg","stimuli_exp1_jpg\\1d.jpg"
30,"log","stimuli_exp1_jpg\\1d.jpg","stimuli_exp1_jpg\\1c.jpg"
41,"balloons","stimuli_exp1_jpg\\47a.jpg","stimuli_exp1_jpg\\47b.jpg"
41,"balloons","stimuli_exp1_jpg\\47a.jpg","stimuli_exp1_jpg\\47c.jpg"
41,"balloons","stimuli_exp1_jpg\\47d.jpg","stimuli_exp1_jpg\\47a.jpg"
41,"balloons","stimuli_exp1_jpg\\47b.jpg","stimuli_exp1_jpg\\47c.jpg"
41,"balloons","stimuli_exp1_jpg\\47d.jpg","stimuli_exp1_jpg\\47b.jpg"
41,"balloons","stimuli_exp1_jpg\\47d.jpg","stimuli_exp1_jpg\\47c.jpg"
16,"dogs_running","stimuli_exp1_jpg\\9b.jpg","stimuli_exp1_jpg\\9a.jpg"
16,"dogs_running","stimuli_exp1_jpg\\9a.jpg","stimuli_exp1_jpg\\9c.jpg"
16,"dogs_running","stimuli_exp1_jpg\\9d.jpg","stimuli_exp1_jpg\\9a.jpg"
16,"dogs_running","stimuli_exp1_jpg\\9b.jpg","stimuli_exp1_jpg\\9c.jpg"
16,"dogs_running","stimuli_exp1_jpg\\9d.jpg","stimuli_exp1_jpg\\9b.jpg"
16,"dogs_running","stimuli_exp1_jpg\\9d.jpg","stimuli_exp1_jpg\\9c.jpg"
12,"flipflops","stimuli_exp1_jpg\\11b.jpg","stimuli_exp1_jpg\\11a.jpg"
12,"flipflops","stimuli_exp1_jpg\\11a.jpg","stimuli_exp1_jpg\\11c.jpg"
12,"flipflops","stimuli_exp1_jpg\\11a.jpg","stimuli_exp1_jpg\\11d.jpg"
12,"flipflops","stimuli_exp1_jpg\\11c.jpg","stimuli_exp1_jpg\\11b.jpg"
12,"flipflops","stimuli_exp1_jpg\\11b.jpg","stimuli_exp1_jpg\\11d.jpg"
12,"flipflops","stimuli_exp1_jpg\\11d.jpg","stimuli_exp1_jpg\\11c.jpg"
14,"ribbons","stimuli_exp1_jpg\\31b.jpg","stimuli_exp1_jpg\\31a.jpg"
14,"ribbons","stimuli_exp1_jpg\\31c.jpg","stimuli_exp1_jpg\\31a.jpg"
14,"ribbons","stimuli_exp1_jpg\\31d.jpg","stimuli_exp1_jpg\\31a.jpg"
14,"ribbons","stimuli_exp1_jpg\\31b.jpg","stimuli_exp1_jpg\\31c.jpg"
14,"ribbons","stimuli_exp1_jpg\\31b.jpg","stimuli_exp1_jpg\\31d.jpg"
14,"ribbons","stimuli_exp1_jpg\\31c.jpg","stimuli_exp1_jpg\\31d.jpg"
25,"camera","stimuli_exp1_jpg\\18a.jpg","stimuli_exp1_jpg\\18b.jpg"
25,"camera","stimuli_exp1_jpg\\18c.jpg","stimuli_exp1_jpg\\18a.jpg"
25,"camera","stimuli_exp1_jpg\\18a.jpg","stimuli_exp1_jpg\\18d.jpg"
25,"camera","stimuli_exp1_jpg\\18c.jpg","stimuli_exp1_jpg\\18b.jpg"
25,"camera","stimuli_exp1_jpg\\18b.jpg","stimuli_exp1_jpg\\18d.jpg"
25,"camera","stimuli_exp1_jpg\\18d.jpg","stimuli_exp1_jpg\\18c.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\22b.jpg","stimuli_exp1_jpg\\22a.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\22c.jpg","stimuli_exp1_jpg\\22a.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\22d.jpg","stimuli_exp1_jpg\\22a.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\22b.jpg","stimuli_exp1_jpg\\22c.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\22d.jpg","stimuli_exp1_jpg\\22b.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\22c.jpg","stimuli_exp1_jpg\\22d.jpg"
43,"yarn","stimuli_exp1_jpg\\45a.jpg","stimuli_exp1_jpg\\45b.jpg"
43,"yarn","stimuli_exp1_jpg\\45c.jpg","stimuli_exp1_jpg\\45a.jpg"
43,"yarn","stimuli_exp1_jpg\\45d.jpg","stimuli_exp1_jpg\\45a.jpg"
43,"yarn","stimuli_exp1_jpg\\45c.jpg","stimuli_exp1_jpg\\45b.jpg"
43,"yarn","stimuli_exp1_jpg\\45b.jpg","stimuli_exp1_jpg\\45d.jpg"
43,"yarn","stimuli_exp1_jpg\\45d.jpg","stimuli_exp1_jpg\\45c.jpg"
38,"croissant","stimuli_exp1_jpg\\15a.jpg","stimuli_exp1_jpg\\15b.jpg"
38,"croissant","stimuli_exp1_jpg\\15c.jpg","stimuli_exp1_jpg\\15a.jpg"
38,"croissant","stimuli_exp1_jpg\\15a.jpg","stimuli_exp1_jpg\\15d.jpg"
38,"croissant","stimuli_exp1_jpg\\15b.jpg","stimuli_exp1_jpg\\15c.jpg"
38,"croissant","stimuli_exp1_jpg\\15d.jpg","stimuli_exp1_jpg\\15b.jpg"
38,"croissant","stimuli_exp1_jpg\\15d.jpg","stimuli_exp1_jpg\\15c.jpg"
7,"motorcycle","stimuli_exp1_jpg\\32a.jpg","stimuli_exp1_jpg\\32b.jpg"
7,"motorcycle","stimuli_exp1_jpg\\32a.jpg","stimuli_exp1_jpg\\32c.jpg"
7,"motorcycle","stimuli_exp1_jpg\\32a.jpg","stimuli_exp1_jpg\\32d.jpg"
7,"motorcycle","stimuli_exp1_jpg\\32b.jpg","stimuli_exp1_jpg\\32c.jpg"
7,"motorcycle","stimuli_exp1_jpg\\32d.jpg","stimuli_exp1_jpg\\32b.jpg"
7,"motorcycle","stimuli_exp1_jpg\\32d.jpg","stimuli_exp1_jpg\\32c.jpg"
29,"pumpkin","stimuli_exp1_jpg\\3b.jpg","stimuli_exp1_jpg\\3a.jpg"
29,"pumpkin","stimuli_exp1_jpg\\3a.jpg","stimuli_exp1_jpg\\3c.jpg"
29,"pumpkin","stimuli_exp1_jpg\\3d.jpg","stimuli_exp1_jpg\\3a.jpg"
29,"pumpkin","stimuli_exp1_jpg\\3c.jpg","stimuli_exp1_jpg\\3b.jpg"
29,"pumpkin","stimuli_exp1_jpg\\3b.jpg","stimuli_exp1_jpg\\3d.jpg"
29,"pumpkin","stimuli_exp1_jpg\\3c.jpg","stimuli_exp1_jpg\\3d.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6b.jpg","stimuli_exp1_jpg\\6a.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6a.jpg","stimuli_exp1_jpg\\6c.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6a.jpg","stimuli_exp1_jpg\\6d.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6c.jpg","stimuli_exp1_jpg\\6b.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6b.jpg","stimuli_exp1_jpg\\6d.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6c.jpg","stimuli_exp1_jpg\\6d.jpg"
28,"duck","stimuli_exp1_jpg\\48b.jpg","stimuli_exp1_jpg\\48a.jpg"
28,"duck","stimuli_exp1_jpg\\48c.jpg","stimuli_exp1_jpg\\48a.jpg"
28,"duck","stimuli_exp1_jpg\\48d.jpg","stimuli_exp1_jpg\\48a.jpg"
28,"duck","stimuli_exp1_jpg\\48b.jpg","stimuli_exp1_jpg\\48c.jpg"
28,"duck","stimuli_exp1_jpg\\48b.jpg","stimuli_exp1_jpg\\48d.jpg"
28,"duck","stimuli_exp1_jpg\\48c.jpg","stimuli_exp1_jpg\\48d.jpg"
44,"chess","stimuli_exp1_jpg\\21a.jpg","stimuli_exp1_jpg\\21b.jpg"
44,"chess","stimuli_exp1_jpg\\21a.jpg","stimuli_exp1_jpg\\21c.jpg"
44,"chess","stimuli_exp1_jpg\\21a.jpg","stimuli_exp1_jpg\\21d.jpg"
44,"chess","stimuli_exp1_jpg\\21b.jpg","stimuli_exp1_jpg\\21c.jpg"
44,"chess","stimuli_exp1_jpg\\21b.jpg","stimuli_exp1_jpg\\21d.jpg"
44,"chess","stimuli_exp1_jpg\\21d.jpg","stimuli_exp1_jpg\\21c.jpg"
37,"pancake","stimuli_exp1_jpg\\33b.jpg","stimuli_exp1_jpg\\33a.jpg"
37,"pancake","stimuli_exp1_jpg\\33c.jpg","stimuli_exp1_jpg\\33a.jpg"
37,"pancake","stimuli_exp1_jpg\\33d.jpg","stimuli_exp1_jpg\\33a.jpg"
37,"pancake","stimuli_exp1_jpg\\33b.jpg","stimuli_exp1_jpg\\33c.jpg"
37,"pancake","stimuli_exp1_jpg\\33d.jpg","stimuli_exp1_jpg\\33b.jpg"
37,"pancake","stimuli_exp1_jpg\\33c.jpg","stimuli_exp1_jpg\\33d.jpg"
5,"pasta_water","stimuli_exp1_jpg\\17a.jpg","stimuli_exp1_jpg\\17b.jpg"
5,"pasta_water","stimuli_exp1_jpg\\17a.jpg","stimuli_exp1_jpg\\17c.jpg"
5,"pasta_water","stimuli_exp1_jpg\\17d.jpg","stimuli_exp1_jpg\\17a.jpg"
5,"pasta_water","stimuli_exp1_jpg\\17b.jpg","stimuli_exp1_jpg\\17c.jpg"
5,"pasta_water","stimuli_exp1_jpg\\17d.jpg","stimuli_exp1_jpg\\17b.jpg"
5,"pasta_water","stimuli_exp1_jpg\\17c.jpg","stimuli_exp1_jpg\\17d.jpg"
6,"soap_water","stimuli_exp1_jpg\\39a.jpg","stimuli_exp1_jpg\\39b.jpg"
6,"soap_water","stimuli_exp1_jpg\\39a.jpg","stimuli_exp1_jpg\\39c.jpg"
6,"soap_water","stimuli_exp1_jpg\\39a.jpg","stimuli_exp1_jpg\\39d.jpg"
6,"soap_water","stimuli_exp1_jpg\\39c.jpg","stimuli_exp1_jpg\\39b.jpg"
6,"soap_water","stimuli_exp1_jpg\\39d.jpg","stimuli_exp1_jpg\\39b.jpg"
6,"soap_water","stimuli_exp1_jpg\\39d.jpg","stimuli_exp1_jpg\\39c.jpg"
46,"socks","stimuli_exp1_jpg\\46a.jpg","stimuli_exp1_jpg\\46b.jpg"
46,"socks","stimuli_exp1_jpg\\46c.jpg","stimuli_exp1_jpg\\46a.jpg"
46,"socks","stimuli_exp1_jpg\\46a.jpg","stimuli_exp1_jpg\\46d.jpg"
46,"socks","stimuli_exp1_jpg\\46b.jpg","stimuli_exp1_jpg\\46c.jpg"
46,"socks","stimuli_exp1_jpg\\46d.jpg","stimuli_exp1_jpg\\46b.jpg"
46,"socks","stimuli_exp1_jpg\\46d.jpg","stimuli_exp1_jpg\\46c.jpg"
33,"ice_cream","stimuli_exp1_jpg\\44a.jpg","stimuli_exp1_jpg\\44b.jpg"
33,"ice_cream","stimuli_exp1_jpg\\44a.jpg","stimuli_exp1_jpg\\44c.jpg"
33,"ice_cream","stimuli_exp1_jpg\\44d.jpg","stimuli_exp1_jpg\\44a.jpg"
33,"ice_cream","stimuli_exp1_jpg\\44b.jpg","stimuli_exp1_jpg\\44c.jpg"
33,"ice_cream","stimuli_exp1_jpg\\44b.jpg","stimuli_exp1_jpg\\44d.jpg"
33,"ice_cream","stimuli_exp1_jpg\\44c.jpg","stimuli_exp1_jpg\\44d.jpg"
19,"horses","stimuli_exp1_jpg\\28b.jpg","stimuli_exp1_jpg\\28a.jpg"
19,"horses","stimuli_exp1_jpg\\28c.jpg","stimuli_exp1_jpg\\28a.jpg"
19,"horses","stimuli_exp1_jpg\\28d.jpg","stimuli_exp1_jpg\\28a.jpg"
19,"horses","stimuli_exp1_jpg\\28c.jpg","stimuli_exp1_jpg\\28b.jpg"
19,"horses","stimuli_exp1_jpg\\28b.jpg","stimuli_exp1_jpg\\28d.jpg"
19,"horses","stimuli_exp1_jpg\\28c.jpg","stimuli_exp1_jpg\\28d.jpg"
17,"postcards","stimuli_exp1_jpg\\5a.jpg","stimuli_exp1_jpg\\5b.jpg"
17,"postcards","stimuli_exp1_jpg\\5c.jpg","stimuli_exp1_jpg\\5a.jpg"
17,"postcards","stimuli_exp1_jpg\\5d.jpg","stimuli_exp1_jpg\\5a.jpg"
17,"postcards","stimuli_exp1_jpg\\5b.jpg","stimuli_exp1_jpg\\5c.jpg"
17,"postcards","stimuli_exp1_jpg\\5d.jpg","stimuli_exp1_jpg\\5b.jpg"
17,"postcards","stimuli_exp1_jpg\\5d.jpg","stimuli_exp1_jpg\\5c.jpg"
39,"seashells","stimuli_exp1_jpg\\37b.jpg","stimuli_exp1_jpg\\37a.jpg"
39,"seashells","stimuli_exp1_jpg\\37c.jpg","stimuli_exp1_jpg\\37a.jpg"
39,"seashells","stimuli_exp1_jpg\\37a.jpg","stimuli_exp1_jpg\\37d.jpg"
39,"seashells","stimuli_exp1_jpg\\37c.jpg","stimuli_exp1_jpg\\37b.jpg"
39,"seashells","stimuli_exp1_jpg\\37d.jpg","stimuli_exp1_jpg\\37b.jpg"
39,"seashells","stimuli_exp1_jpg\\37c.jpg","stimuli_exp1_jpg\\37d.jpg"
48,"ski_poles","stimuli_exp1_jpg\\19a.jpg","stimuli_exp1_jpg\\19b.jpg"
48,"ski_poles","stimuli_exp1_jpg\\19a.jpg","stimuli_exp1_jpg\\19c.jpg"
48,"ski_poles","stimuli_exp1_jpg\\19d.jpg","stimuli_exp1_jpg\\19a.jpg"
48,"ski_poles","stimuli_exp1_jpg\\19b.jpg","stimuli_exp1_jpg\\19c.jpg"
48,"ski_poles","stimuli_exp1_jpg\\19b.jpg","stimuli_exp1_jpg\\19d.jpg"
48,"ski_poles","stimuli_exp1_jpg\\19d.jpg","stimuli_exp1_jpg\\19c.jpg"
23,"candles","stimuli_exp1_jpg\\47b.jpg","stimuli_exp1_jpg\\47a.jpg"
23,"candles","stimuli_exp1_jpg\\47c.jpg","stimuli_exp1_jpg\\47a.jpg"
23,"candles","stimuli_exp1_jpg\\47d.jpg","stimuli_exp1_jpg\\47a.jpg"
23,"candles","stimuli_exp1_jpg\\47b.jpg","stimuli_exp1_jpg\\47c.jpg"
23,"candles","stimuli_exp1_jpg\\47d.jpg","stimuli_exp1_jpg\\47b.jpg"
23,"candles","stimuli_exp1_jpg\\47c.jpg","stimuli_exp1_jpg\\47d.jpg"
30,"log","stimuli_exp1_jpg\\3b.jpg","stimuli_exp1_jpg\\3a.jpg"
30,"log","stimuli_exp1_jpg\\3a.jpg","stimuli_exp1_jpg\\3c.jpg"
30,"log","stimuli_exp1_jpg\\3d.jpg","stimuli_exp1_jpg\\3a.jpg"
30,"log","stimuli_exp1_jpg\\3b.jpg","stimuli_exp1_jpg\\3c.jpg"
30,"log","stimuli_exp1_jpg\\3d.jpg","stimuli_exp1_jpg\\3b.jpg"
30,"log","stimuli_exp1_jpg\\3d.jpg","stimuli_exp1_jpg\\3c.jpg"
41,"balloons","stimuli_exp1_jpg\\18a.jpg","stimuli_exp1_jpg\\18b.jpg"
41,"balloons","stimuli_exp1_jpg\\18c.jpg","stimuli_exp1_jpg\\18a.jpg"
41,"balloons","stimuli_exp1_jpg\\18d.jpg","stimuli_exp1_jpg\\18a.jpg"
41,"balloons","stimuli_exp1_jpg\\18c.jpg","stimuli_exp1_jpg\\18b.jpg"
41,"balloons","stimuli_exp1_jpg\\18d.jpg","stimuli_exp1_jpg\\18b.jpg"
41,"balloons","stimuli_exp1_jpg\\18c.jpg","stimuli_exp1_jpg\\18d.jpg"
16,"dogs_running","stimuli_exp1_jpg\\36b.jpg","stimuli_exp1_jpg\\36a.jpg"
16,"dogs_running","stimuli_exp1_jpg\\36a.jpg","stimuli_exp1_jpg\\36c.jpg"
16,"dogs_running","stimuli_exp1_jpg\\36a.jpg","stimuli_exp1_jpg\\36d.jpg"
16,"dogs_running","stimuli_exp1_jpg\\36c.jpg","stimuli_exp1_jpg\\36b.jpg"
16,"dogs_running","stimuli_exp1_jpg\\36b.jpg","stimuli_exp1_jpg\\36d.jpg"
16,"dogs_running","stimuli_exp1_jpg\\36d.jpg","stimuli_exp1_jpg\\36c.jpg"
12,"flipflops","stimuli_exp1_jpg\\9a.jpg","stimuli_exp1_jpg\\9b.jpg"
12,"flipflops","stimuli_exp1_jpg\\9c.jpg","stimuli_exp1_jpg\\9a.jpg"
12,"flipflops","stimuli_exp1_jpg\\9d.jpg","stimuli_exp1_jpg\\9a.jpg"
12,"flipflops","stimuli_exp1_jpg\\9c.jpg","stimuli_exp1_jpg\\9b.jpg"
12,"flipflops","stimuli_exp1_jpg\\9d.jpg","stimuli_exp1_jpg\\9b.jpg"
12,"flipflops","stimuli_exp1_jpg\\9c.jpg","stimuli_exp1_jpg\\9d.jpg"
14,"ribbons","stimuli_exp1_jpg\\45b.jpg","stimuli_exp1_jpg\\45a.jpg"
14,"ribbons","stimuli_exp1_jpg\\45a.jpg","stimuli_exp1_jpg\\45c.jpg"
14,"ribbons","stimuli_exp1_jpg\\45a.jpg","stimuli_exp1_jpg\\45d.jpg"
14,"ribbons","stimuli_exp1_jpg\\45b.jpg","stimuli_exp1_jpg\\45c.jpg"
14,"ribbons","stimuli_exp1_jpg\\45d.jpg","stimuli_exp1_jpg\\45b.jpg"
14,"ribbons","stimuli_exp1_jpg\\45d.jpg","stimuli_exp1_jpg\\45c.jpg"
25,"camera","stimuli_exp1_jpg\\32a.jpg","stimuli_exp1_jpg\\32b.jpg"
25,"camera","stimuli_exp1_jpg\\32c.jpg","stimuli_exp1_jpg\\32a.jpg"
25,"camera","stimuli_exp1_jpg\\32a.jpg","stimuli_exp1_jpg\\32d.jpg"
25,"camera","stimuli_exp1_jpg\\32c.jpg","stimuli_exp1_jpg\\32b.jpg"
25,"camera","stimuli_exp1_jpg\\32b.jpg","stimuli_exp1_jpg\\32d.jpg"
25,"camera","stimuli_exp1_jpg\\32d.jpg","stimuli_exp1_jpg\\32c.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\11a.jpg","stimuli_exp1_jpg\\11b.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\11a.jpg","stimuli_exp1_jpg\\11c.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\11d.jpg","stimuli_exp1_jpg\\11a.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\11c.jpg","stimuli_exp1_jpg\\11b.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\11b.jpg","stimuli_exp1_jpg\\11d.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\11d.jpg","stimuli_exp1_jpg\\11c.jpg"
